,id,title,company,location,posted_date,description,year,month,job_role,clean_description,skills
0,5583489268,Backend Developer,Six Sense Mobility,"New Delhi, Delhi",2026-01-14 09:15:04+00:00,"We are looking for a Backend Developer to join our engineering team and help us develop and maintain various software products. Software Developer responsibilities include writing and testing code, debugging programs and integrating applications with third-party web services. To be successful in this role, you should have experience using server-side logic and work well in a team. Experience required - 1-3 Years Framework - Django, Spring, Node IDE- vscode (preferred) Protocol - API development…",2026,1,Full Stack Developer,"we are looking for a backend developer to join our engineering team and help us develop and maintain various software products software developer responsibilities include writing and testing code, debugging programs and integrating applications with third party web services to be successful in this role, you should have experience using server side logic and work well in a team experience required 1 3 years framework django, spring, node ide vscode preferred protocol api development","['node', 'ai']"
1,5583456974,Backend Developer,IBM,"Pune, Maharashtra",2026-01-14 08:55:46+00:00,"Introduction At IBM Infrastructure & Technology, we design and operate the systems that keep the world running. From high-resiliency mainframes and hybrid cloud platforms to networking, automation, and site reliability. Our teams ensure the performance, security, and scalability that clients and industries depend on every day. Working in Infrastructure & Technology means tackling complex challenges with curiosity and collaboration. You'll work with diverse technologies and colleagues worldwide …",2026,1,Cloud Engineer,"introduction at ibm infrastructure technology, we design and operate the systems that keep the world running from high resiliency mainframes and hybrid cloud platforms to networking, automation, and site reliability our teams ensure the performance, security, and scalability that clients and industries depend on every day working in infrastructure technology means tackling complex challenges with curiosity and collaboration you ll work with diverse technologies and colleagues worldwide",['ai']
2,5501263757,Backend Developer,Entytle,"Pune, Maharashtra",2025-11-18 09:02:54+00:00,"We are seeking a Backend Engineer with 8 years of experience who can design, build, and maintain scalable applications. The ideal candidate is strong in Java, AWS, Spring, Hibernate, PostgreSQL, React, Data Structures, System Design, Microservices, and Agile Development . Exposure to Python and AI/ML is a plus. Candidates should be quick learners , comfortable with AI-assisted coding tools (Cursor, GitHub Copilot), and productive from Day 1 . Key Responsibilities. Design & develop scalable full…",2025,11,Full Stack Developer,"we are seeking a backend engineer with 8 years of experience who can design, build, and maintain scalable applications the ideal candidate is strong in java, aws, spring, hibernate, postgresql, react, data structures, system design, microservices, and agile development exposure to python and ai ml is a plus candidates should be quick learners , comfortable with ai assisted coding tools cursor, github copilot , and productive from day 1  design develop scalable full","['python', 'java', 'react', 'aws', 'sql', 'ai', 'ml']"
3,5587678165,Backend Developer,Faxtor,India,2026-01-16 15:35:38+00:00,"We’re Hiring: Back-End Developer (PHP  MySQL  AWS) Company Description Faxtor is a custom software solutions company specialising in business and process automation. We build backend systems that power ERPs, CRMs, dashboards, and custom platforms - helping businesses streamline operations and make better decisions. Location: Remote / Bangalore / Mumbai Experience: Minimum 2 years Budget : As per industry standards Faxtor is expanding it's engineering team and is looking for a Back-End Developer…",2026,1,Cloud Engineer,"we re hiring back end developer php mysql aws company description faxtor is a custom software solutions company specialising in business and process automation we build backend systems that power erps, crms, dashboards, and custom platforms helping businesses streamline operations and make better decisions location remote bangalore mumbai experience minimum 2 years budget as per industry standards faxtor is expanding it s engineering team and is looking for a back end developer","['aws', 'sql', 'ai', 'ml']"
4,5570925531,Java Backend developer,LTIMindtree Banking & Financial Services,"Bangalore, Karnataka",2026-01-07 09:30:47+00:00," We’re Hiring: Java Backend Developer | Bangalore |Pune| Chennai| Noida| Gurgaon| Kolkata We’re looking for a strong Java Backend Developer with expertise in Java, Spring Boot & Microservices to join our high-performing tech team! What you’ll do:  Build scalable backend services using Java & Spring Boot  Design and develop Microservices-based architectures  Integrate RESTful APIs and improve performance  Troubleshoot, optimize, and deliver high-quality backend solutions  Work in an Agile/Scrum …",2026,1,Java Developer,"we re hiring java backend developer bangalore pune chennai noida gurgaon kolkata we re looking for a strong java backend developer with expertise in java, spring boot microservices to join our high performing tech team what you ll do build scalable backend services using java spring boot design and develop microservices based architectures integrate restful apis and improve performance troubleshoot, optimize, and deliver high quality backend solutions work in an agile scrum","['java', 'ai']"
5,5575165042,Junior BackEnd Developer,SBNRI,India,2026-01-09 08:22:39+00:00," We’re Hiring | Junior Backend Developer  Location: Gurgaon (Gurugram)  Experience: 6 months – 1 year | Tier 1 only  Company: SBNRI SBNRI is on a mission to simplify financial life for NRIs worldwide. We’re looking for a Junior Backend Developer from a Tier 1 engineering college to join our fast-growing fintech startup and build scalable backend systems.  What You’ll Do Build and maintain backend services and REST APIs Work closely with frontend, product, and QA teams Write clean, efficient, an…",2026,1,Other,"we re hiring junior backend developer location gurgaon gurugram experience 6 months 1 year tier 1 only company sbnri sbnri is on a mission to simplify financial life for nris worldwide we re looking for a junior backend developer from a tier 1 engineering college to join our fast growing fintech startup and build scalable backend systems what you ll do build and maintain backend services and rest apis work closely with frontend, product, and qa teams write clean, efficient, an",['ai']
6,5577827542,Java Backend Developer,YourTribe,"Chennai, Tamil Nadu",2026-01-10 18:29:28+00:00,"Job Description We are seeking an experienced Java Backend Developer to design, develop, and maintain scalable backend applications. You will work on RESTful APIs, microservices, and database integrations while collaborating with frontend and cross-functional teams to deliver high-quality, robust solutions. Key Responsibilities: Develop and maintain backend applications using Java , Spring Boot , and Hibernate/JPA . Design and implement RESTful APIs and microservices for scalable systems. Optim…",2026,1,Java Developer,"job description we are seeking an experienced java backend developer to design, develop, and maintain scalable backend applications you will work on restful apis, microservices, and database integrations while collaborating with frontend and cross functional teams to deliver high quality, robust solutions  develop and maintain backend applications using java , spring boot , and hibernate jpa design and implement restful apis and microservices for scalable systems optim","['java', 'ai']"
7,5255665378,Java Backend Developer,Best Infosystems Ltd.,"Chennai, Tamil Nadu",2025-06-18 08:44:05+00:00,"Java Backend Developer_Full-Time_Chennai, Pune_WFO All 5 days Job Title: Java Backend Developer Job Type: Full-Time Location: Chennai, Pune Experience: 7-10 Years Tech Stacks Required: Java Backend: Tech Stacks: Java, Spring Boot, Microservices, Any Database, and Any Messaging Queue (preferably Kafka). Job Description: Skill: Java Backend / Spring Boot Must Have skills: *JDK 11 experience *Lambdas, Streams, Functional Interfaces *Concurrent programming *Spring boot / Spring MVC *Spring JDBC / M…",2025,6,Java Developer,"java backend developer full time chennai, pune wfo all 5 days job title java backend developer job type full time location chennai, pune experience 7 10 years tech stacks required java backend tech stacks java, spring boot, microservices, any database, and any messaging queue preferably kafka job description skill java backend spring boot must have skills jdk 11 experience lambdas, streams, functional interfaces concurrent programming spring boot spring mvc spring jdbc m","['java', 'ai']"
8,5556102824,Senior Backend Developer,Idea Elan India,India,2025-12-26 08:36:19+00:00,"Senior Backend Developer Company Description : Idea Elan LLC is a product based company that provides comprehensive software solutions for research facilities in Universities and Institutions worldwide. Please visit www.IdeaElan.com for more information. Key Responsibilities: ● Design and develop high-performance, scalable, and secure backend APIs and services using .NET Core. ● Work with relational (MS-SQL) and NoSQL (Cosmos DB, MongoDB) databases to create optimized data models and ensure dat…",2025,12,Other,"senior backend developer company description idea elan llc is a product based company that provides comprehensive software solutions for research facilities in universities and institutions worldwide please visit www ideaelan com for more information  design and develop high performance, scalable, and secure backend apis and services using net core work with relational ms sql and nosql cosmos db, mongodb databases to create optimized data models and ensure dat",['sql']
9,5579236663,Java Backend Developer,People Prime Worldwide,"Bangalore, Karnataka",2026-01-11 14:54:28+00:00,"About the Company Our client is a trusted global innovator of IT and business services, operating across multiple geographies. They specialize in digital transformation, application modernization, cloud services, and enterprise technology solutions. With a strong focus on engineering excellence, they enable organizations to build scalable, secure, and future-ready digital platforms. Role: Java Backend Developer Experience: 9  Years Work Location: Bengaluru Payroll on : People Prime World Wide N…",2026,1,Cloud Engineer,"about the company our client is a trusted global innovator of it and business services, operating across multiple geographies they specialize in digital transformation, application modernization, cloud services, and enterprise technology solutions with a strong focus on engineering excellence, they enable organizations to build scalable, secure, and future ready digital platforms role java backend developer experience 9 years work location bengaluru payroll on people prime world wide n",['java']
10,5374790536,Typescript backend developer,Molecular Connections,"Bangalore, Karnataka",2025-08-30 08:41:28+00:00,"Company Description With over two decades of experience, Molecular Connections (MC) specializes in Big Data and Data Science Solutions powered by AI. MC uses AI, ML, and the Linked Data Store to boost efficiencies and create new revenue streams for its customers across various verticals. Known for its innovation, MC collaborates with leading pharma and STEM industries to provide end-to-end software development and data insights. With over 70% of its workforce being women, MC is recognized among…",2025,8,Other,"company description with over two decades of experience, molecular connections mc specializes in big data and data science solutions powered by ai mc uses ai, ml, and the linked data store to boost efficiencies and create new revenue streams for its customers across various verticals known for its innovation, mc collaborates with leading pharma and stem industries to provide end to end software development and data insights with over 70 of its workforce being women, mc is recognized among","['ai', 'ml']"
11,5577826307,JAVA BACKEND DEVELOPER,People Prime Worldwide,"Bangalore, Karnataka",2026-01-10 18:28:13+00:00,"Client : LTIMINDTREE job Type : C2H Role : Senior Java BackEnd Developer Experience: 9 Years Work Location: Benguluru Payroll on : People Prime World Wide Notice : 15 DAYS OR LESS Any Project specific Prerequisite skills : BackEnd Developer , Java, Microservices , SpringBoot, Aws Job description 9 years of strong hands-on experience in back-end engineering on Java, Spring Boot, Rest based APIs, JSON data formats. Deep expertise in micro services architecture, domain driven design, event driven …",2026,1,Cloud Engineer,"client ltimindtree job type c2h role senior java backend developer experience 9 years work location benguluru payroll on people prime world wide notice 15 days or less any project specific prerequisite skills backend developer , java, microservices , springboot, aws job description 9 years of strong hands on experience in back end engineering on java, spring boot, rest based apis, json data formats deep expertise in micro services architecture, domain driven design, event driven","['java', 'aws', 'ai']"
12,5575163095,AEM Backend Developer,Dignifyd,"Pune, Maharashtra",2026-01-09 08:17:22+00:00," We’re Hiring | AEM Backend Developer  Location: Pune – B3 (Work from Office)  Experience: 3–5 Years  CTC: ₹11.50 LPA (Fixed)  Position: 1  Key Responsibilities Develop and maintain AEM components, templates, workflows, and OSGi services Implement features using Sling Models, HTL/Sightly, JCR , and core AEM frameworks Collaborate with frontend teams to integrate HTML, CSS, and JavaScript into AEM components Work with REST APIs for integrations within AEM Troubleshoot and resolve issues related …",2026,1,Java Developer,"we re hiring aem backend developer location pune b3 work from office experience 3 5 years ctc 11 50 lpa fixed position 1  develop and maintain aem components, templates, workflows, and osgi services implement features using sling models, htl sightly, jcr , and core aem frameworks collaborate with frontend teams to integrate html, css, and javascript into aem components work with rest apis for integrations within aem troubleshoot and resolve issues related","['java', 'ai', 'ml']"
13,5550746238,Lead Backend Developer,Grundfos,"Chennai, Tamil Nadu",2025-12-21 11:57:30+00:00,"Lead Backend Developer Job Description Take the opportunity to join our specialized IoT development team and craft cutting-edge solutions for industrial applications. Help deliver innovative, sustainable solutions that minimize environmental impact while being at the forefront of digital development. We are looking for a Lead Backend Developer to strengthen our Domestic Building Services (DBS) Digital Solutions organization. This is an exciting opportunity for a highly skilled backend engineer …",2025,12,Other,"lead backend developer job description take the opportunity to join our specialized iot development team and craft cutting edge solutions for industrial applications help deliver innovative, sustainable solutions that minimize environmental impact while being at the forefront of digital development we are looking for a lead backend developer to strengthen our domestic building services dbs digital solutions organization this is an exciting opportunity for a highly skilled backend engineer",['ai']
14,5549496682,C# Backend Developer,"Clothing Tech, a Hexagon Venture",India,2025-12-20 09:00:21+00:00,"Company Description Clothing Tech®, a Hexagon Venture, has developed the Fashionr™ platform, a cutting-edge 3D design solution tailored for the fashion industry. Fashionr™ uniquely incorporates the fourth dimension of time, enabling businesses to streamline their value chain, reduce material waste, and accelerate time to market. This advanced platform helps companies achieve lower material costs, healthier profit margins, and improved cash flow. Location: Remote / India Employment Type: Full-ti…",2025,12,Other,"company description clothing tech , a hexagon venture, has developed the fashionr platform, a cutting edge 3d design solution tailored for the fashion industry fashionr uniquely incorporates the fourth dimension of time, enabling businesses to streamline their value chain, reduce material waste, and accelerate time to market this advanced platform helps companies achieve lower material costs, healthier profit margins, and improved cash flow location remote india employment type full ti","['ai', 'ml']"
15,5570927199,Java Backend Developer,Ovyo,India,2026-01-07 09:32:39+00:00,"Title: Java Backend Developer Type: Contract (3-months , extensions likely) Location: Remote About Ovyo: Ovyo is a B2B services company providing flexible Engineering team & talent services to the streaming (video/media), satellite and comms industries. In 2024, we merged with The Loop co., a Portuguese software services company, so we now boast over 250 Engineers across the different locations (UK, India, Portugal, South Africa, Brazil, US and eastern Europe). At Ovyo, our people build the pla…",2026,1,Java Developer,"title java backend developer type contract 3 months , extensions likely location remote about ovyo ovyo is a b2b services company providing flexible engineering team talent services to the streaming video media , satellite and comms industries in 2024, we merged with the loop co , a portuguese software services company, so we now boast over 250 engineers across the different locations uk, india, portugal, south africa, brazil, us and eastern europe at ovyo, our people build the pla",['java']
16,5590149247,Java BackEnd Developer,Persistent Systems,"Pune, Maharashtra",2026-01-18 10:54:55+00:00,"About Position: This role is ideal for a seasoned Java Backend Developer who excels in building scalable, high‑performance backend systems using Spring Framework and related technologies. The candidate should possess strong analytical skills and the ability to work independently while contributing effectively in an Agile environment. Role: Java BackEnd Developer Location: All Persistent Locations Experience: 4 to 8 Years Job Type: Full Time Employment What You'll Do: In this role, you will desi…",2026,1,Java Developer,"about position this role is ideal for a seasoned java backend developer who excels in building scalable, high performance backend systems using spring framework and related technologies the candidate should possess strong analytical skills and the ability to work independently while contributing effectively in an agile environment role java backend developer location all persistent locations experience 4 to 8 years job type full time employment what you ll do in this role, you will desi",['java']
17,5573043330,Python Backend Developer,YASH Technologies,"Pune, Maharashtra",2026-01-08 09:36:02+00:00,"Role- Python Backend Developer with AWS Skills- Python, Flask, API, Django, AWS (Lambda, ECS) Location- Pune (Magarpatta) Experience required- 4 to 6 yrs Must have skill- AWS ; ECS ; Lambda ; Python Nice to have skill-React ; Database ; GitHub Actions ; Terraform Should have knowledge of working in an Agile environment (working on User Stories/Features and following all Agile Rituals/meetings). Excellent communication, verbal and organizational skills. Excellent customer service skills and focu…",2026,1,Full Stack Developer,"role python backend developer with aws skills python, flask, api, django, aws lambda, ecs location pune magarpatta experience required 4 to 6 yrs must have skill aws ecs lambda python nice to have skill react database github actions terraform should have knowledge of working in an agile environment working on user stories features and following all agile rituals meetings excellent communication, verbal and organizational skills excellent customer service skills and focu","['python', 'react', 'aws']"
19,5557297363,AEM Backend Developer,Bajaj Technology Services,"Pune, Maharashtra",2025-12-27 22:06:27+00:00,"We are looking for Immediate joiner for below position. AEM Backend Developer Experience - 3 to 5 years Location – Pune Strong in Java/J2EE Core skills include Java/J2EE, Sling, OSGi, JCR, Dispatcher configurations, and RESTful services. Demonstrates strong expertise in Java and designs, develops, and maintains scalable Adobe Experience Manager solutions. The role involves building and integrating custom back-end components, OSGi services, workflows, and APIs while ensuring performance, securit…",2025,12,Java Developer,"we are looking for immediate joiner for below position aem backend developer experience 3 to 5 years location pune strong in java j2ee core skills include java j2ee, sling, osgi, jcr, dispatcher configurations, and restful services demonstrates strong expertise in java and designs, develops, and maintains scalable adobe experience manager solutions the role involves building and integrating custom back end components, osgi services, workflows, and apis while ensuring performance, securit","['java', 'ai']"
20,5575160184,Java Backend Developer,LTIMindtree,"Pune, Maharashtra",2026-01-09 08:16:07+00:00,"Experience: 5-8 years Notice Period: 0-30 Days Location: Pune & Mumbai Responsibilities - Building and Maintaining Server-Side Applications: Java backend developers write code that runs on servers, processing user requests and delivering dynamic content. Designing and Managing Databases: They create and manage databases to store and organize information efficiently, ensuring data integrity and retrieval. Developing APIs (Application Programming Interfaces): They build APIs that facilitate commu…",2026,1,Java Developer,"experience 5 8 years notice period 0 30 days location pune mumbai responsibilities building and maintaining server side applications java backend developers write code that runs on servers, processing user requests and delivering dynamic content designing and managing databases they create and manage databases to store and organize information efficiently, ensuring data integrity and retrieval developing apis application programming interfaces they build apis that facilitate commu","['java', 'ai']"
21,5583487979,Backend Developer Intern,Velonetics,"Bangalore, Karnataka",2026-01-14 09:14:44+00:00,"Company Description Velonetics, founded in 2023 and based in Bengaluru, is a cybersecurity firm dedicated to protecting businesses against evolving digital threats. Specializing in various security services such as vulnerability assessments, managed SOC, corporate training, and compliance, Velonetics provides tailored solutions to secure organizations across critical industries. The company is driven by a team of globally certified cybersecurity professionals. Velonetics ensures robust, proacti…",2026,1,Other,"company description velonetics, founded in 2023 and based in bengaluru, is a cybersecurity firm dedicated to protecting businesses against evolving digital threats specializing in various security services such as vulnerability assessments, managed soc, corporate training, and compliance, velonetics provides tailored solutions to secure organizations across critical industries the company is driven by a team of globally certified cybersecurity professionals velonetics ensures robust, proacti",['ai']
22,5536064118,Java Backend Developer,Tata Consultancy Services,"Bangalore, Karnataka",2025-12-10 16:50:33+00:00,"Role : Java Developer Required Technical Skill Set Java backend Developer Desired Experience Range6 Plus Yrs Location of Requirement : Bangalore Desired Competencies (Technical/Behavioral Competency) Must-Have (Ideally should not be more than 3-5) Backend Fundamental Knowledge: on Linux, SQL\Oracle, Java minimum 8\above version & Java script, Core Java , collections Tools: GIT, GITHUB, knowledge on eclipse ID, tomcat\httpd\ WebLogic\ Apache Backend: Core Java (jdk 8, 11 and above versions), Spr…",2025,12,Java Developer,"role java developer required technical skill set java backend developer desired experience range6 plus yrs location of requirement bangalore desired competencies technical behavioral competency must have ideally should not be more than 3 5 backend fundamental knowledge on linux, sql oracle, java minimum 8 above version java script, core java , collections tools git, github, knowledge on eclipse id, tomcat httpd weblogic apache backend core java jdk 8, 11 and above versions , spr","['java', 'sql']"
23,5587361203,Senior Backend Developer,EazyDiner,India,2026-01-16 09:55:59+00:00,"Company’s profile: ( https ://www.eazydiner.com/) Founded in late 2014, by the Ex-President of Oberoi Group of Hotels - Mr. Kapil Chopra , ‘ EazyDiner ’ offers table reservation in top 25,000 restaurants across 270 cities in India & Dubai with a guaranteed meal offer. We are backedby leading investors such as Deepak Shahdadpuri of DSG Consumer Partners,Saama Capital, DenlowInvestment trust, BeeNextand DMI Sparkle Fund. EazyDiner at its heart is a technology company. We leverage the latest in ar…",2026,1,Other,"company s profile https www eazydiner com founded in late 2014, by the ex president of oberoi group of hotels mr kapil chopra , eazydiner offers table reservation in top 25,000 restaurants across 270 cities in india dubai with a guaranteed meal offer we are backedby leading investors such as deepak shahdadpuri of dsg consumer partners,saama capital, denlowinvestment trust, beenextand dmi sparkle fund eazydiner at its heart is a technology company we leverage the latest in ar","['spark', 'ai']"
25,5506569335,Java Backend Developer,"NTT America, Inc.","Bangalore, Karnataka",2025-11-21 05:50:48+00:00,"Req ID: 340124 NTT DATA strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Java Backend Developer to join our team in Bangalore, Karnataka (IN-KA), India (IN). Looking for a candidate responsible for developing, enhancing applications in the Aftersales department. Software developers design, code, test, debug and document programs …",2025,11,Java Developer,"req id 340124 ntt data strives to hire exceptional, innovative and passionate individuals who want to grow with us if you want to be part of an inclusive, adaptable, and forward thinking organization,  we are currently seeking a java backend developer to join our team in bangalore, karnataka in ka , india in looking for a candidate responsible for developing, enhancing applications in the aftersales department software developers design, code, test, debug and document programs",['java']
26,5590150844,Junior Backend Developer,SAM Corporate,"Kochi, Ernakulam",2026-01-18 10:56:09+00:00,"Role Overview To execute the backend roadmap under the Senior’s guidance, focusing on scaling individual services and ensuring the backend is ready to meet the demands of growing MVP user bases. Key Responsibilities 1. Service Implementation: Build and maintain API endpoints and business logic based on the Senior’s architectural blueprints. 2. Scaling & Support: Monitor system performance and scale database queries or service instances to handle MVP traffic spikes. 3. Technical Support: Act as …",2026,1,Other,"role overview to execute the backend roadmap under the senior s guidance, focusing on scaling individual services and ensuring the backend is ready to meet the demands of growing mvp user bases  1 service implementation build and maintain api endpoints and business logic based on the senior s architectural blueprints 2 scaling support monitor system performance and scale database queries or service instances to handle mvp traffic spikes 3 technical support act as",['ai']
27,5587679221,Cloud Backend Developer,Check Point Software,"Pune, Maharashtra",2026-01-16 15:38:01+00:00,"Check Point is looking for a promising and brilliant Cloud Back End Developer to join Avanan. Avanan was acquired by Check Point, and it is now Check Point’s Email Security and collaboration solution. This is a unique opportunity to work on a large-scale cloud-native system (one of the 10 largest in Israel!) using cutting-edge technology in an agile environment! Major Responsibilities As a Cloud Back-End Developer, you will be responsible for developing and maintaining exciting security product…",2026,1,Cloud Engineer,"check point is looking for a promising and brilliant cloud back end developer to join avanan avanan was acquired by check point, and it is now check point s email security and collaboration solution this is a unique opportunity to work on a large scale cloud native system one of the 10 largest in israel using cutting edge technology in an agile environment major responsibilities as a cloud back end developer, you will be responsible for developing and maintaining exciting security product",['ai']
29,5570837533,Backend Developer Fusion,IBM,"Bangalore, Karnataka",2026-01-07 08:26:48+00:00,"Introduction At IBM Infrastructure & Technology, we design and operate the systems that keep the world running. From high-resiliency mainframes and hybrid cloud platforms to networking, automation, and site reliability. Our teams ensure the performance, security, and scalability that clients and industries depend on every day. Working in Infrastructure & Technology means tackling complex challenges with curiosity and collaboration. You'll work with diverse technologies and colleagues worldwide …",2026,1,Cloud Engineer,"introduction at ibm infrastructure technology, we design and operate the systems that keep the world running from high resiliency mainframes and hybrid cloud platforms to networking, automation, and site reliability our teams ensure the performance, security, and scalability that clients and industries depend on every day working in infrastructure technology means tackling complex challenges with curiosity and collaboration you ll work with diverse technologies and colleagues worldwide",['ai']
39,5575173077,Senior Backend Developer,IBM,"Bangalore, Karnataka",2026-01-09 08:33:06+00:00,"Introduction A career in IBM means you'll be part of a team that transforms our customers challenges into solutions. Seeking new possibilities and always staying curious, we are a team dedicated to creating the world's leading AI-powered, cloud-native software solutions for our customers. Our renowned legacy creates endless global opportunities for our IBMers, so the door is always open for those who want to grow their career. IBM Cloud Serverless Platform: IBM Cloud Code Engine is IBM's fully …",2026,1,Cloud Engineer,"introduction a career in ibm means you ll be part of a team that transforms our customers challenges into solutions seeking new possibilities and always staying curious, we are a team dedicated to creating the world s leading ai powered, cloud native software solutions for our customers our renowned legacy creates endless global opportunities for our ibmers, so the door is always open for those who want to grow their career ibm cloud serverless platform ibm cloud code engine is ibm s fully",['ai']
40,5544191243,Python Backend Developer,Tata Consultancy Services,"Hyderabad, Telangana",2025-12-16 18:13:30+00:00,"Greetings from TCS! We are looking for - API Developer (Python, FAST API ,REST API) Experience: 6 to 12 Years Location: Hyderabad/Pune/Bangalore, Kolkata, New Delhi Desired Competencie Experience working on major programs/projects that involve multiple partners and external vendors Experience in end-to end DevOps, and Scaled Agile Framework (SAFe), especially in regulated setting including ability to lead the transformation of teams from a service based to a product-based model Working experien…",2025,12,Python Developer,"greetings from tcs we are looking for api developer python, fast api ,rest api experience 6 to 12 years location hyderabad pune bangalore, kolkata, new delhi desired competencie experience working on major programs projects that involve multiple partners and external vendors experience in end to end devops, and scaled agile framework safe , especially in regulated setting including ability to lead the transformation of teams from a service based to a product based model working experien",['python']
43,5581647685,Python Backend Developer,Codefeast,India,2026-01-13 09:02:54+00:00,"Role Overview: This role is for high-caliber backend Engineer with deep proficiency in Python and a proven track record of designing and building large systems at speed . This role focuses on implementing real-world services (e.g., Gmail, Jira) as modular APIs using a test-driven approach, with an emphasis on engineering excellence, scalable system design, crisp documentation, and robust database design. What does day-to-day look like: Designing and Implementing real-world services as modular, …",2026,1,Python Developer,"role overview this role is for high caliber backend engineer with deep proficiency in python and a proven track record of designing and building large systems at speed this role focuses on implementing real world services e g , gmail, jira as modular apis using a test driven approach, with an emphasis on engineering excellence, scalable system design, crisp documentation, and robust database design what does day to day look like designing and implementing real world services as modular,","['python', 'ai']"
44,5559720965,Java Backend Developer,Amicon Hub Services,"Bangalore, Karnataka",2025-12-30 10:28:52+00:00,"Hiring: Java Developer (Scalable Systems)  Location: Bangalore  Experience: 3–8 Years We are looking for a Java Developer to build high-performance, scalable backend systems using modern cloud-native and microservices architectures.  Key Skills (Mandatory) Core Java (8) , multithreading & concurrency Spring Boot, Spring Cloud, Hibernate/JPA Apache Kafka (event-driven systems) SQL & NoSQL databases (PostgreSQL/MySQL/Oracle) AWS or GCP cloud experience Docker, Kubernetes, CI/CD  Nice to Have Micr…",2025,12,Cloud Engineer,"hiring java developer scalable systems location bangalore experience 3 8 years we are looking for a java developer to build high performance, scalable backend systems using modern cloud native and microservices architectures key skills mandatory core java 8 , multithreading concurrency spring boot, spring cloud, hibernate jpa apache kafka event driven systems sql nosql databases postgresql mysql oracle aws or gcp cloud experience docker, kubernetes, ci cd nice to have micr","['java', 'aws', 'docker', 'kubernetes', 'sql']"
45,5588836150,WordPress & Shopify Backend Developer,C2C Media,"Ahmedabad, Gujarat",2026-01-17 09:54:36+00:00," We’re Hiring: STRONG Backend Developer (Onsite – Ahmedabad) C2C Media is looking for a dedicated Backend Developer with strong WordPress & Shopify backend expertise . ⚠️ STRICTLY BACKEND ROLE ❌ Frontend developers — DO NOT APPLY ❌ UI / CSS / React-focused profiles — DO NOT APPLY ❌ Interns / freshers — DO NOT APPLY  Must-Have Skills (Non-Negotiable) ✅ 2 years of backend development experience ✅ WordPress (Backend): custom plugins, hooks, APIs, performance, security ✅ Shopify (Backend): APIs, we…",2026,1,Full Stack Developer,"we re hiring strong backend developer onsite ahmedabad c2c media is looking for a dedicated backend developer with strong wordpress shopify backend expertise strictly backend role frontend developers do not apply ui css react focused profiles do not apply interns freshers do not apply must have skills non negotiable 2 years of backend development experience wordpress backend custom plugins, hooks, apis, performance, security shopify backend apis, we",['react']
46,5587678428,Backend Developer (Node.js),Cidroy Infotech,India,2026-01-16 15:35:54+00:00,"Backend Developer (Node.js) About Us Cidroy Infotech is a dynamic startup where innovation and ownership go hand in hand. We are looking for a Backend Developer with strong Node.js expertise who can contribute to building reliable, scalable backend systems while working closely with leadership and cross-functional teams. Key Responsibilities Develop and maintain scalable backend services using Node.js (Express.js / Nest.js). Design, implement, and optimize RESTful and/or GraphQL APIs . Work wit…",2026,1,Full Stack Developer,"backend developer node js about us cidroy infotech is a dynamic startup where innovation and ownership go hand in hand we are looking for a backend developer with strong node js expertise who can contribute to building reliable, scalable backend systems while working closely with leadership and cross functional teams  develop and maintain scalable backend services using node js express js nest js design, implement, and optimize restful and or graphql apis work wit","['node', 'ai']"
47,5590139505,Backend Developer – Generative AI,Raptbot Technologies Private Limited,"Jaipur, Rajasthan",2026-01-18 10:46:19+00:00,"Backend Developer – Generative AI  Jaipur | Full-time | 3–5 Years Experience  Raptbot Technologies About Raptbot Technologies Raptbot Technologies is a Salesforce- and cloud-focused digital engineering firm helping global customers build scalable, secure, and future-ready platforms. We work at the intersection of cloud-native architecture, data, and emerging AI technologies , partnering with enterprises and consulting firms across the US, Europe, and APAC. We are expanding our engineering team …",2026,1,Cloud Engineer,"backend developer generative ai jaipur full time 3 5 years experience raptbot technologies about raptbot technologies raptbot technologies is a salesforce and cloud focused digital engineering firm helping global customers build scalable, secure, and future ready platforms we work at the intersection of cloud native architecture, data, and emerging ai technologies , partnering with enterprises and consulting firms across the us, europe, and apac we are expanding our engineering team",['ai']
48,5577827418,Node JS Backend Developer,YourTribe,"Chennai, Tamil Nadu",2026-01-10 18:29:18+00:00,"Job Description We are looking for a skilled Node.js Backend Developer to build and maintain scalable, high-performance backend systems. You will design RESTful APIs, implement server-side logic, and work with SQL/NoSQL databases while collaborating with frontend and cross-functional teams. Key Responsibilities: Develop and maintain backend applications using Node.js and frameworks like Express.js / NestJS . Design and implement RESTful APIs and server-side business logic. Work with SQL/NoSQL d…",2026,1,Full Stack Developer,"job description we are looking for a skilled node js backend developer to build and maintain scalable, high performance backend systems you will design restful apis, implement server side logic, and work with sql nosql databases while collaborating with frontend and cross functional teams  develop and maintain backend applications using node js and frameworks like express js nestjs design and implement restful apis and server side business logic work with sql nosql d","['node', 'sql', 'ai']"
